route_id,direction_id,stop_sequence,stop_id,is_opt
B,0,3,245,0
B,0,4,246,0
B,0,5,249,0
B,0,6,690,0
B,0,7,314,0
B,0,8,748,0
B,0,9,859,0
C,1,1,106,0
C,1,2,111,0
C,1,3,113,0
C,1,4,843,0
C,1,5,136,0
C,0,1,137,0
C,0,2,844,0
C,0,3,112,0
C,0,4,110,0
C,0,5,107,0
D,1,1,520,0
D,1,2,76,0
D,1,3,236,0
D,1,4,862,0
D,1,5,619,0
D,1,6,356,0
D,1,7,90,0
D,1,8,106,0
D,1,9,111,0
D,1,10,113,0
D,1,11,843,0
D,1,12,136,0
D,0,1,137,0
D,0,2,844,0
D,0,3,112,0
D,0,4,110,0
D,0,5,107,0
D,0,6,89,0
D,0,7,88,0
D,0,8,620,0
D,0,9,846,0
D,0,10,891,0
D,0,11,75,0
D,0,12,520,0
E,1,1,199,0
E,1,2,634,0
E,1,3,417,0
E,1,4,194,0
E,1,5,193,0
E,1,6,191,0
E,1,7,189,0
E,1,8,187,0
E,1,9,184,0
E,1,10,270,0
E,1,11,346,0
E,0,1,347,0
E,0,2,271,0
E,0,3,185,0
E,0,4,186,0
E,0,5,188,0
E,0,6,190,0
E,0,7,192,0
E,0,8,350,0
E,0,9,349,0
E,0,10,198,0
E,0,11,305,0
P,1,1,112,0
P,1,2,110,0
P,1,3,107,0
P,1,4,89,0
P,1,5,88,0
P,1,6,86,0
P,1,7,236,0
P,1,8,846,0
P,1,9,397,0
P,0,1,397,0
P,0,2,847,0
P,0,3,443,0
P,0,4,853,0
P,0,5,87,0
P,0,6,356,0
P,0,7,90,0
P,0,8,106,0
P,0,9,111,0
P,0,10,112,0
701,0,1,859,0
701,0,2,762,0
701,0,3,751,0
701,0,4,173,0
701,0,5,170,0
701,0,6,854,0
701,0,7,426,0
701,0,8,142,0
701,0,9,140,0
701,0,10,123,0
701,0,11,211,0
701,0,12,116,0
701,0,13,106,0
701,0,14,119,0
701,0,15,89,0
701,0,16,318,0
701,0,17,94,0
701,0,18,818,0
701,0,19,92,0
701,0,20,88,0
701,0,21,86,0
701,0,22,851,0
701,0,23,252,0
701,0,24,3,08
